Show Number, Air Date, Round, Category, Value, Question, Answer,,,
6254,11/24/2011,Jeopardy!,NEW WORDS & PHRASES,"$1,000 ",Breathe easier with this 4-letter acronym for a filter that removes even the tiniest airborne particles,HEPA,,,
6254,11/24/2011,Jeopardy!,COLLEGES' HOME FOOTBALL STADIUMS,"$1,000 ",Boone Pickens Stadium,Oklahoma State University,,,
6254,11/24/2011,Jeopardy!,A FINE CATEGORY,"$1,000 ","In 2007 Mass. fined individuals $219 for not having this type of insurance; the 2009 fine was as much as $1,068",health insurance,,,
6254,11/24/2011,Jeopardy!,HISTORICAL NOVELS,"$1,000 ","Comparable to ""Gone with the Wind"", M.M. Kaye's ""The Far Pavilions"" is mainly set in what's now this country",India,,,
6254,11/24/2011,Jeopardy!,THE ENTERTAINER,"$1,000 ","Jeff Dunham, this type of performer, became a YouTube sensation with characters like Peanut & Bubba J.",a ventriloquist,,,
6254,11/24/2011,Jeopardy!,HARVARD MUSEUM OF NATURAL HISTORY,"$1,000 ","(<a href=""http://www.j-archive.com/media/2011-11-24_J_30.jpg"" target=""_blank"">Sarah of the Clue Crew delivers the clue from the Harvard Museum of Natural History in Cambridge, MA.</a>)  Weighing in at more than 1,600 pounds, the giant chunk of amethyst <a href=""http://www.j-archive.com/media/2011-11-24_J_30a.jpg"" target=""_blank"">here</a> is one of these stones that form under pressure inside cavities, from the Latin for ""earth""",a geode,,,
6254,11/24/2011,Double Jeopardy!,NUDE WORDS & PHRASES,$400 ,"A 1997 film about guys who take it all off popularized this phrase, its title",the full monty,,,
6254,11/24/2011,Double Jeopardy!,MOVIE DIRECTORS,$400 ,"Don't keep us in suspense; name this director whose profile is seen <a href=""http://www.j-archive.com/media/2011-11-24_DJ_03.jpg"" target=""_blank"">here</a>",Alfred Hitchcock,,,
6254,11/24/2011,Double Jeopardy!,HOW I MET YOUR MOTHER,$400 ,"Kids, I was in theology school in 1952 when I asked Mary Powell to set me up with a friend, who turned out to be Coretta Scott",Martin Luther King Jr.,,,
6254,11/24/2011,Double Jeopardy!,CLASSICAL ROCK,$400 ,"This Italian's ""Trial of Harmony and Invention, Opus 8"" is heard anew <a href=""http://www.j-archive.com/media/2011-11-24_DJ_01.mp3"">here</a>",Vivaldi,,,
6254,11/24/2011,Double Jeopardy!,CHEF IRON,$400 ,"If your egg whites aren't behaving, use the Cuisipro stainless steel balloon this to whip them into shape",a whisk,,,
6254,11/24/2011,Double Jeopardy!,GEOGRAPHIC MEANINGS,$400 ,"A country:  ""Rich Coast""",Costa Rica,,,
6254,11/24/2011,Double Jeopardy!,NUDE WORDS & PHRASES,$800 ,"This 5-letter synonym for bare or plain is often found before ""naked"" to mean totally nude",stark,,,
6254,11/24/2011,Double Jeopardy!,MOVIE DIRECTORS,$800 ,"From 1969's ""Take the Money and Run"" through 2011, he has released a new film in all but 4 years",Woody Allen,,,
6254,11/24/2011,Double Jeopardy!,HOW I MET YOUR MOTHER,$800 ,"Well, Irene, it was in the spring of 1894 that a mutual friend introduced me to the radiant Marie Sklodowska",Pierre Curie,,,
6254,11/24/2011,Double Jeopardy!,CLASSICAL ROCK,$800 ,"This composer's symphony that glorified the ideal of human brotherhood is re-imagined <a href=""http://www.j-archive.com/media/2011-11-24_DJ_02.mp3"">here</a>",Beethoven,,,
6254,11/24/2011,Double Jeopardy!,CHEF IRON,$800 ,"Amco's 12-inch pairs of stainless steel utility locking these feature silicone-coated tips ""for perfect pickups""",tongs,,,
6254,11/24/2011,Double Jeopardy!,NUDE WORDS & PHRASES,"$1,200 ","If you went swimming ""in the"" this word, it doesn't mean in undyed leather, as it might imply",buff,,,
6254,11/24/2011,Double Jeopardy!,MOVIE DIRECTORS,"$1,200 ","He goes for the macabre, directing ""Corpse Bride"" & ""Sweeney Todd""",Tim Burton,,,
6254,11/24/2011,Double Jeopardy!,HOW I MET YOUR MOTHER,"$7,200 ","Pen, my boy, I fell in love with your mother's poetry before I met her in person at her Wimpole Street house in May 1845",Robert Browning,,,
6254,11/24/2011,Double Jeopardy!,CLASSICAL ROCK,"$1,200 ","<a href=""http://www.j-archive.com/media/2011-11-24_DJ_13.mp3"">It</a>'s Wagner's ""Ride of"" these, the way it was meant to be--heavy metal, & we don't mean the tuba",the Valkyrie,,,
6254,11/24/2011,Double Jeopardy!,NUDE WORDS & PHRASES,"$1,600 ","Those naughty French gave us dishabille, meaning only partly clothed, & ""au"" this, meaning unclothed",naturel,,,
6254,11/24/2011,Double Jeopardy!,MOVIE DIRECTORS,"$1,600 ","This New Zealand-born woman directed 2009's ""Bright Star"", about poet John Keats",Jane Campion,,,
6254,11/24/2011,Double Jeopardy!,HOW I MET YOUR MOTHER,"$1,600 ","By Jove, kids, it was around 41 B.C. when your mother sailed up the Cydnus in a barge, dressed as Venus",Mark Antony,,,
6254,11/24/2011,Double Jeopardy!,CLASSICAL ROCK,"$3,000 ","When he composed his Symphony No. 40 in G Minor in 1788, he didn't have <a href=""http://www.j-archive.com/media/2011-11-24_DJ_14.mp3"">these</a> sounds in mind",Mozart,,,
6254,11/24/2011,Double Jeopardy!,NUDE WORDS & PHRASES,"$2,000 ","A naked person is undressed; a naked statue is this, starting with the same 4 letters as ""undressed""",undraped,,,
6254,11/24/2011,Double Jeopardy!,MOVIE DIRECTORS,"$2,000 ","This director shot 99 takes of the opening scene in ""The Social Network""",David Fincher,,,
6254,11/24/2011,Double Jeopardy!,HOW I MET YOUR MOTHER,"$2,000 ","We'd met as kids since we're distant cousins, but it was 1903 when she became ""First Lady"" of my heart",FDR,,,
6254,11/24/2011,Double Jeopardy!,CLASSICAL ROCK,"$2,000 ","The buzz on this newly rocked-out <a href=""http://www.j-archive.com/media/2011-11-24_DJ_15.mp3"">piece</a> says it's from Rimsky-Korsakov's opera ""Tsar Saltan""","""Flight of the Bumblebee""",,,
6254,11/24/2011,Final Jeopardy!,PSYCHOLOGY TERMS,None,This 2-word term has its origins in a hostage-taking that followed the botched 1973 Norrmalmstorg bank robbery,Stockholm Syndrome,,,
6198,7/20/2011,Jeopardy!,PRESIDENTS BY FIRST NAME,$200 ,The one & only Zachary,Taylor,,,
6198,7/20/2011,Jeopardy!,CELEBS WE'D LIKE TO SEE ON REALITY SHOWS,$200 ,"Dick Cheney belting out ""Man! I Feel Like A Woman!"" That would leave judge J-Lo's jaw hanging on this show",American Idol,,,
6198,7/20/2011,Jeopardy!,THEY HELD UP,$200 ,In a 1950 speech he held up what he said was a list of 205 Communists in the State Department,(Joseph) McCarthy,,,
6198,7/20/2011,Jeopardy!,ATTILA THE HUNGRY,$200 ,"Attila, enjoy these Sardou: poached, with artichoke hearts, truffles, ham, anchovies & hollandaise",eggs,,,
6198,7/20/2011,Jeopardy!,WHO PAINTED WHOM?,$200 ,"1937: ""Portrait of Diego Rivera""",(Frida) Kahlo,,,
6198,7/20/2011,Jeopardy!,SYNONYMS ON THE INSIDE,$200 ,"Inside ""equivalent"" is this word meaning equivalent",equal (in equivalent),,,
6198,7/20/2011,Jeopardy!,PRESIDENTS BY FIRST NAME,$400 ,The 2 Andrews,Jackson and Johnson,,,
6198,7/20/2011,Jeopardy!,CELEBS WE'D LIKE TO SEE ON REALITY SHOWS,$400 ,"New roommate in this show's house! Yo, it's Martha Stewart, goin' to Karma with Deena & JWoww in search of juiceheads",Jersey Shore,,,
6198,7/20/2011,Jeopardy!,THEY HELD UP,$400 ,"On Jan. 15, 1934 he held up the First National Bank in East Chicago, Indiana (& didn't stop to see a movie)",John Dillinger,,,
6198,7/20/2011,Jeopardy!,ATTILA THE HUNGRY,$400 ,"Despite what a book title said, you'll be a real man after you eat this French dish made in a fluted pan",quiche,,,
6198,7/20/2011,Jeopardy!,WHO PAINTED WHOM?,$400 ,"1892: ""Vahine no te vi"" or ""Woman with Mango""",(Paul) Gauguin,,,
6198,7/20/2011,Jeopardy!,SYNONYMS ON THE INSIDE,$400 ,"Inside ""deceased"" is this word meaning deceased",dead (in deceased),,,
6198,7/20/2011,Jeopardy!,PRESIDENTS BY FIRST NAME,$600 ,3 of the 4 Williams,"Taft, William Henry Harrison, and Clinton (and McKinley)",,,
6198,7/20/2011,Jeopardy!,CELEBS WE'D LIKE TO SEE ON REALITY SHOWS,$600 ,Duane Chapman's new sidekick chasing down bad guys on this A&E show? 3 words: Dame. Judi. Dench,Dog the Bounty Hunter,,,
6198,7/20/2011,Jeopardy!,THEY HELD UP,$600 ,"An admiral's son, he held up under torture in North Vietnam, even refusing early release",John McCain,,,
6198,7/20/2011,Jeopardy!,ATTILA THE HUNGRY,$600 ,"I know you like this nut ""Roasting On An Open Fire"", along with your enemies; try some sweetened ones, as in marrons glaces",chestnuts,,,
6198,7/20/2011,Jeopardy!,WHO PAINTED WHOM?,$600 ,"1892: ""Two Women Dancing at the Moulin Rouge""",Lautrec,,,
6198,7/20/2011,Jeopardy!,SYNONYMS ON THE INSIDE,$600 ,"Inside ""fragile"" is this word meaning fragile",frail (in fragile),,,
6198,7/20/2011,Jeopardy!,PRESIDENTS BY FIRST NAME,$800 ,The last John alphabetically by last name,Tyler,,,
6198,7/20/2011,Jeopardy!,CELEBS WE'D LIKE TO SEE ON REALITY SHOWS,$800 ,"Ladies & gentlemen, please enjoy the comedy stylings of Mr. Harry Reid on this NBC show hosted by Craig Robinson",Last Comic Standing,,,
6198,7/20/2011,Jeopardy!,THEY HELD UP,$800 ,"In this type of story of the Pharisee & the publican, Jesus held up the latter as the example to follow",a parable,,,
6198,7/20/2011,Jeopardy!,ATTILA THE HUNGRY,$800 ,Atty! No blood of the innocent until you've had this 9-letter veggie whose stalks are apple-green with purple-tinged tips,asparagus,,,
6198,7/20/2011,Jeopardy!,WHO PAINTED WHOM?,"$1,000 ","Circa 1665: ""Girl with a Pearl Earring""",(Jan) Vermeer,,,
6198,7/20/2011,Jeopardy!,SYNONYMS ON THE INSIDE,$800 ,"Inside ""masculine"" is this 4-letter synonym for masculine",male (in masculine),,,
6198,7/20/2011,Jeopardy!,PRESIDENTS BY FIRST NAME,"$1,000 ",The 2 Thomases (one went by his middle name),Jefferson and Wilson,,,
6198,7/20/2011,Jeopardy!,CELEBS WE'D LIKE TO SEE ON REALITY SHOWS,"$1,000 ",Can Meryl Streep make the Vikings as a defensive tackle? This HBO NFL series will test her famed versatility,Hard Knocks,,,
6198,7/20/2011,Jeopardy!,THEY HELD UP,"$1,000 ","In the original myth, this Titan held up the sky, not the earth, on his shoulders",Atlas,,,
6198,7/20/2011,Jeopardy!,ATTILA THE HUNGRY,"$1,000 ","I know you hate Italy, but it's obvious you love this Naples fave, a deep-fried, half-moon-shaped stuffed pizza",a calzone,,,
6198,7/20/2011,Jeopardy!,WHO PAINTED WHOM?,"$1,000 ","1903: ""The Old Guitarist""",Picasso,,,
6198,7/20/2011,Jeopardy!,SYNONYMS ON THE INSIDE,"$1,000 ","Inside ""exists"" is this word meaning exists",is (in exists),,,
6198,7/20/2011,Double Jeopardy!,BUSINESS & FINANCE ABBREV.,$400 ,IPO: a company's first stock sold to the general population,Initial Public Offering,,,
6198,7/20/2011,Double Jeopardy!,SONGS FROM MUSICALS,$400 ,"""Adelaide's Lament"" & ""Luck Be A Lady""",Guys and Dolls,,,
6198,7/20/2011,Double Jeopardy!,THE STYLE OF ELEMENTS,$400 ,"Humphry Davy named this element after potash, its much older name",potassium,,,
6198,7/20/2011,Double Jeopardy!,"THAT'S ""RIGHT""!",$400 ,"He plays between the right tackle & the center, & he probably really needs his deodorant",the right guard,,,
6198,7/20/2011,Double Jeopardy!,"LOUIS, LOUIS",$400 ,His alphabet consists of 6 raised points used in multiple combinations,(Louis) Braille,,,
6198,7/20/2011,Double Jeopardy!,WE GOTTA GO,$400 ,"If we make it to this Asian island by November 12, we can celebrate its national holiday of Sun Yat-sen day",Taiwan,,,
6198,7/20/2011,Double Jeopardy!,BUSINESS & FINANCE ABBREV.,$800 ,COO: the executive responsible to the board for the day-to-day running of the business,Chief Operating Officer,,,
6198,7/20/2011,Double Jeopardy!,SONGS FROM MUSICALS,$800 ,"""Little Girls"" & ""It's The Hard-knock Life""",Annie,,,
6198,7/20/2011,Double Jeopardy!,THE STYLE OF ELEMENTS,$800 ,"(<a href=""http://www.j-archive.com/media/2011-07-20_DJ_17.jpg"" target=""_blank"">Sarah of the Clue Crew holds a wall clock with symblos of the elements instead of numbers.</a>) The Chem Time Clock helps chemistry students learn the periodic table by using element's symbols in place of numbers. It's 1:35, or <a href=""http://www.j-archive.com/media/2011-07-20_DJ_17a.jpg"" target=""_blank"">these</a> <a href=""http://www.j-archive.com/media/2011-07-20_DJ_17b.jpg"" target=""_blank"">two</a> elements",hydrogen and nitrogen,,,
6198,7/20/2011,Double Jeopardy!,"THAT'S ""RIGHT""!",$800 ,Doctrine asserting that federal laws shouldn't trump those of Alabama or Idaho,states' rights,,,
6198,7/20/2011,Double Jeopardy!,"LOUIS, LOUIS",$800 ,"Raised in Detroit, he won the national Amateur Athletic Union light heavyweight boxing crown in 1934",Joe Louis,,,
6198,7/20/2011,Double Jeopardy!,WE GOTTA GO,$800 ,"For a vacation getaway, let's all head to this southernmost U.S. state",Hawaii,,,
6198,7/20/2011,Double Jeopardy!,BUSINESS & FINANCE ABBREV.,"$1,200 ",P&L: of concern to all companies,Profit and Loss,,,
6198,7/20/2011,Double Jeopardy!,SONGS FROM MUSICALS,"$1,200 ","""Willkommen"" & ""The Money Song""",Cabaret,,,
6198,7/20/2011,Double Jeopardy!,THE STYLE OF ELEMENTS,"$1,200 ","This element, atomic no. 17, is used as a bleach",chlorine,,,
6198,7/20/2011,Double Jeopardy!,"THAT'S ""RIGHT""!","$1,200 ","""Shower"" us with this 3-word meteorological term meaning everything's a-ok",right as rain,,,
6198,7/20/2011,Double Jeopardy!,"LOUIS, LOUIS","$1,200 ",This top leader of the Nation of Islam is an accomplished violinist & once worked as a Calypso singer,Farrakhan,,,
6198,7/20/2011,Double Jeopardy!,WE GOTTA GO,"$4,000 ",Catching up on Mayan history is a treat in this most populous Central American nation; about half of the people are Mayan,Guatemala,,,
6198,7/20/2011,Double Jeopardy!,BUSINESS & FINANCE ABBREV.,"$1,600 ","ROI: the amount gained, before tax & after depreciation, from a venture",Return On Investment,,,
6198,7/20/2011,Double Jeopardy!,SONGS FROM MUSICALS,"$1,600 ","""And I Am Telling You I'm Not Going"" & ""One Night Only""",Dreamgirls,,,
6198,7/20/2011,Double Jeopardy!,THE STYLE OF ELEMENTS,"$5,400 ","Make no bones about it, it's the fifth most abundant element in both the earth's crust & the human body",calcium,,,
6198,7/20/2011,Double Jeopardy!,"THAT'S ""RIGHT""!","$1,600 ","In ""The Merry Adventures of Robin Hood"", Little John is fingered as one of these chief assistants",a right-hand man,,,
6198,7/20/2011,Double Jeopardy!,"LOUIS, LOUIS","$1,600 ",The middle name of this Art Nouveau glasswork artist was Comfort,Tiffany,,,
6198,7/20/2011,Double Jeopardy!,WE GOTTA GO,"$1,600 ","Let's watch some movies when we get to this Asian country that makes more movies than any other, about 900 a year",India,,,
6198,7/20/2011,Double Jeopardy!,BUSINESS & FINANCE ABBREV.,"$2,000 ",EPS: the net income of a corporation divided by the total units of common stock outstanding,Earnings Per Share,,,
6198,7/20/2011,Double Jeopardy!,SONGS FROM MUSICALS,"$2,000 ","""The Song That Goes Like This"" & ""His Name Is Lancelot""",Spamalot,,,
6198,7/20/2011,Double Jeopardy!,THE STYLE OF ELEMENTS,"$2,000 ","(<a href=""http://www.j-archive.com/media/2011-07-20_DJ_20.jpg"" target=""_blank"">Alex walks along the shore of the Dead Sea in Israel with mud all over his face.</a>) For hundreds of years people have believed in the rejuvenating qualities of the Dead sea's black mud. Among its many components this element, symbol Mg, said to remove toxins from the skin. Makes you feel good.",magnesium,,,
6198,7/20/2011,Double Jeopardy!,"THAT'S ""RIGHT""!","$2,000 ","The U.N. adopted this, the UDHR, in 1948; I guess it'll still apply if we ever get to Alpha Centauri",the Universal Declaration of Human Rights,,,
6198,7/20/2011,Double Jeopardy!,"LOUIS, LOUIS","$2,000 ","""Pretty Baby"" & ""Atlantic City"" were films by this French director who was married to Candice Bergen",Malle,,,
6198,7/20/2011,Double Jeopardy!,WE GOTTA GO,"$2,000 ","If we trek to the southern section of this Egyptian peninsula, we can visit the mount of the same name",Sinai,,,
6198,7/20/2011,Final Jeopardy!,SPORTS MOVIES,None,Their team colors were yellow & white & they were originally sponsored by Chico's Bail Bonds,The Bad News Bears,,,
6059,1/6/2011,Jeopardy!,"FRANCE, FRANCE REVOLUTION",$200 ,"This structure, a symbol of the Bourbon monarchy, was stormed on July 14, 1789",the Bastille,,,
6059,1/6/2011,Jeopardy!,"""V"" SHALL SEE",$200 ,"The hungry South Carolina native seen <a href=""http://www.j-archive.com/media/2011-01-06_J_01.jpg"" target=""_blank"">here</a>",the Venus Flytrap,,,
6059,1/6/2011,Jeopardy!,DO YOU KNOW THE WAY TO SAN JOSE?,$200 ,"You'll find San Jose, California about 90 miles southwest of this state capital",Sacramento,,,
6059,1/6/2011,Jeopardy!,SAY UNCLE,$200 ,This personification of the United States wears a white top hat that has white stars on a blue band,Uncle Sam,,,
6059,1/6/2011,Jeopardy!,STATE QUARTERS,$200 ,A salmon breaching the water in front of Mount Rainier,Washington,,,
6059,1/6/2011,Jeopardy!,NICK NAMES,$200 ,Nick Park created the animated characters Wallace & this loyal dog,Gromit,,,
6059,1/6/2011,Jeopardy!,"FRANCE, FRANCE REVOLUTION",$400 ,France was in dire straits financially due to its support of this other revolution,the American Revolution,,,
6059,1/6/2011,Jeopardy!,"""V"" SHALL SEE",$400 ,"You're all wet if you can't name <a href=""http://www.j-archive.com/media/2011-01-06_J_02.jpg"" target=""_blank"">this</a> location",the Victoria Falls,,,
6059,1/6/2011,Jeopardy!,DO YOU KNOW THE WAY TO SAN JOSE?,$400 ,San Jose in this country is on the main highway from Manila to Aparri,The Philippines,,,
6059,1/6/2011,Jeopardy!,SAY UNCLE,$400 ,"This ""electric"" character in ""The Addams Family"" could light up a light bulb by sticking it in his mouth",Uncle Fester,,,
6059,1/6/2011,Jeopardy!,STATE QUARTERS,$400 ,"Susan Constant, Godspeed & Discovery, ships that brought settlers to Jamestown",Virginia,,,
6059,1/6/2011,Jeopardy!,NICK NAMES,$400 ,"He played Four Leaf Tayback in the 2008 comedy ""Tropic Thunder""",Nick Nolte,,,
6059,1/6/2011,Jeopardy!,"FRANCE, FRANCE REVOLUTION",$600 ,"Germinal, Fructidor & Thermidor could be found on the New French Republican this adopted in 1793",calendar,,,
6059,1/6/2011,Jeopardy!,"""V"" SHALL SEE",$600 ,"It's a point on a triangle indicated <a href=""http://www.j-archive.com/media/2011-01-06_J_03.jpg"" target=""_blank"">here</a>",a vertex,,,
6059,1/6/2011,Jeopardy!,DO YOU KNOW THE WAY TO SAN JOSE?,$600 ,"San Jose Succotz in Belize is the starting point for Xunantunich, famous for its ruins of this people",the Mayans,,,
6059,1/6/2011,Jeopardy!,SAY UNCLE,$600 ,"Among the stories he narrates are ""The Sad Fate of Mr. Fox"" & ""Why Mr. Possum has no hair on his tail""",Uncle Remus,,,
6059,1/6/2011,Jeopardy!,STATE QUARTERS,$600 ,"A grizzly bear emerging from the water with a salmon in its jaws & the motto ""The Great Land""",Alaska,,,
6059,1/6/2011,Jeopardy!,NICK NAMES,$600 ,"Drumroll, please, for this star of ""Drumline"" who is the CEO of the Can I Ball record label",Nick Cannon,,,
6059,1/6/2011,Jeopardy!,"FRANCE, FRANCE REVOLUTION","$1,500 ","Robespierre's Committee of Public Safety controlled this period of revolution that saw 30,000 executions",the Reign of Terror,,,
6059,1/6/2011,Jeopardy!,"""V"" SHALL SEE",$800 ,"Early 20th century revolutionary seen <a href=""http://www.j-archive.com/media/2011-01-06_J_04.jpg"" target=""_blank"">here</a>",Pancho Villa,,,
6059,1/6/2011,Jeopardy!,DO YOU KNOW THE WAY TO SAN JOSE?,$800 ,"If you're looking for the San Jose river, it's in this Canadian province on the Pacific",British Columbia,,,
6059,1/6/2011,Jeopardy!,SAY UNCLE,$800 ,John Candy played this loud & crude slacker relative of Macaulay Culkin in a 1989 film,Uncle Buck,,,
6059,1/6/2011,Jeopardy!,STATE QUARTERS,$800 ,"A racecar superimposed on an outline of the state & the motto ""Crossroads of America""",Indiana,,,
6059,1/6/2011,Jeopardy!,NICK NAMES,$800 ,"Nick Lowe wrote Elvis Costello's classic song ""(What's so funny 'bout)"" this trio","""Peace, Love, And Understanding""",,,
6059,1/6/2011,Jeopardy!,"FRANCE, FRANCE REVOLUTION","$1,000 ",A royalist power grab in Paris was crushed by this young general in 1795,Napoleon Bonaparte,,,
6059,1/6/2011,Jeopardy!,"""V"" SHALL SEE","$1,000 ","Structure seen <a href=""http://www.j-archive.com/media/2011-01-06_J_05.jpg"" target=""_blank"">here</a> perfected by the Romans",a viaduct,,,
6059,1/6/2011,Jeopardy!,DO YOU KNOW THE WAY TO SAN JOSE?,"$1,000 ",San Jose island off Texas in the Gulf of Mexico is this type of narrow island parallel to the shore,a barrier island,,,
6059,1/6/2011,Jeopardy!,SAY UNCLE,"$1,000 ",This Chekhov hero's real name is Ivan Petrovich Voynitsky,Uncle Vanya,,,
6059,1/6/2011,Jeopardy!,STATE QUARTERS,"$1,000 ",A trumpet with musical notes & a pelican,Louisiana,,,
6059,1/6/2011,Jeopardy!,NICK NAMES,"$1,000 ","Nick Hornby novels made into films include ""About a Boy"" & this one in which John Cusack ran a record store",High Fidelity,,,
6059,1/6/2011,Double Jeopardy!,PHYSICS,$400 ,"In the late 19th century, scientists postulated that this travels in waves through what they called luminiferous ether",light,,,
6059,1/6/2011,Double Jeopardy!,NO.1 WITH A BULLET,$400 ,"This title character of a Jim Croce No. 1 carried ""a 32 gun in his pocket for fun""","""Bad, Bad Leroy Brown""",,,
6059,1/6/2011,Double Jeopardy!,"ART ""T""",$400 ,"Luca Della Robbia made decorative reliefs from this, baked clay, glazed in blue & white",terracota,,,
6059,1/6/2011,Double Jeopardy!,LANGUAGE OF ORIGIN,$400 ,"Hallelujah,  sabbath",Hebrew,,,
6059,1/6/2011,Double Jeopardy!,SEASONAL QUOTES,$400 ,"The narrator of ""A Visit from St. Nicholas"" has settled his brain ""for a long"" this season's ""nap""",winter,,,
6059,1/6/2011,Double Jeopardy!,NICKNAMES,$400 ,"On her death, Tony Blair said, ""she was the 'People's Princes",Princess Diana,,,
6059,1/6/2011,Double Jeopardy!,PHYSICS,$800 ,"The torr is equal to 1 mmHg, or the pressure exerted by 1 millimeter of this metal",mercury,,,
6059,1/6/2011,Double Jeopardy!,NO.1 WITH A BULLET,$800 ,"In ""the night the lights went out in"" this state, an innocent man fires a shot to summon the law--big mistake","""Georgia""",,,
6059,1/6/2011,Double Jeopardy!,"ART ""T""",$800 ,"Bosch's ""Garden of Earthly Delights"" is one of these multipaneled works",a triptych,,,
6059,1/6/2011,Double Jeopardy!,LANGUAGE OF ORIGIN,$800 ,"Coach,  paprika",Hungarian,,,
6059,1/6/2011,Double Jeopardy!,SEASONAL QUOTES,$800 ,"In 1864 at Spotsylvania, this Union General vowed ""to fight it out on this line, if it takes all summer""",Ulysses Grant,,,
6059,1/6/2011,Double Jeopardy!,NICKNAMES,$800 ,"Born in 1874, he was nicknamed ""The Handcuff King"" & ""The King of Escapologists""",Houdini,,,
6059,1/6/2011,Double Jeopardy!,PHYSICS,"$2,000 ","Fluid dynamics can be divided into hydrodynamics, the study of fluids in motion, & this study of gases in motion",aerodynamics,,,
6059,1/6/2011,Double Jeopardy!,NO.1 WITH A BULLET,"$1,200 ","""Out of the doorway the bullets rip/ to the sound of the beat"" in this Queen no. 1","""Another One Bites The Dust""",,,
6059,1/6/2011,Double Jeopardy!,"ART ""T""","$1,200 ","Salvador Dali is among those who've portrayed this ""of St. Anthony""",The Temptation,,,
6059,1/6/2011,Double Jeopardy!,LANGUAGE OF ORIGIN,"$1,200 ","Almanac,  hashish",Arabic,,,
6059,1/6/2011,Double Jeopardy!,SEASONAL QUOTES,"$1,200 ","This royal ""made some tarts all on a summer's day""",The Queen of Hearts,,,
6059,1/6/2011,Double Jeopardy!,NICKNAMES,"$1,200 ","This writer was known affectionately as ""The Concord Rebel"" & ""The Poet Naturalist""",Thoreau,,,
6059,1/6/2011,Double Jeopardy!,PHYSICS,"$1,600 ",The term horsepower was first used by James Watt affer comparing the power of horses to the power of these,steam engines,,,
6059,1/6/2011,Double Jeopardy!,NO.1 WITH A BULLET,"$1,600 ","""The sound of the battle rang/ through the streets of the old east side"" in ""the night"" this town ""died""","""Chicago""",,,
6059,1/6/2011,Double Jeopardy!,"ART ""T""","$1,600 ","Still life painter William Harnett was a practitioner of this type of illusionism, French for ""deceive the eye""",trompe l'oeil,,,
6059,1/6/2011,Double Jeopardy!,LANGUAGE OF ORIGIN,"$1,600 ","Kowtow, catsup",Chinese,,,
6059,1/6/2011,Double Jeopardy!,SEASONAL QUOTES,"$2,500 ","T.S. Eliot wrote that it was the ""cruellest month...stirring dull roots with spring rain""",April,,,
6059,1/6/2011,Double Jeopardy!,NICKNAMES,"$1,600 ","Though he didn't really blaze his own trails, this explorer & politician was nicknamed ""The Pathfinder""",John C. Fremont,,,
6059,1/6/2011,Double Jeopardy!,PHYSICS,"$2,000 ","(Sarah of the clue crew gives the clue) On the surface of a cylinder rising at a constant angle lies this three-dimensional curve whose name is from the Greek for ""spiral""",a helix,,,
6059,1/6/2011,Double Jeopardy!,NO.1 WITH A BULLET,"$2,000 ","In the 1965 no. I ""Eve of"" this, ""the eastern world, it is explodin'/ violence flari","""Destruction""",,,
6059,1/6/2011,Double Jeopardy!,"ART ""T""","$2,000 ","John Constable deprecatingly called the work of this other Brit ""airy visions, painted with tinted steam""",Turner,,,
6059,1/6/2011,Double Jeopardy!,LANGUAGE OF ORIGIN,"$2,000 ",Jai alai,Basque,,,
6059,1/6/2011,Double Jeopardy!,SEASONAL QUOTES,"$2,000 ","In 1950 Johnny Mercer wrote the lyric ""but I miss you most of all, my darling, when"" these ""start to fall""","""The Autumn Leaves""",,,
6059,1/6/2011,Double Jeopardy!,NICKNAMES,"$2,000 ","Before he came to the U.S., this physicist's Italian students called him ""The Pope""; they considered him infallible",Enrico Fermi,,,
6059,1/6/2011,Final Jeopardy!,WORLDWIDE MEDIA,None,"The name for this news agency means ""peninsula"", referring to the Arabian peninsula",Al Jazeera,,,
6300,1/27/2012,Jeopardy!,VISITING THE CITY,$200 ,"Experience Little Havana along Calle Ocho, then get sprayed at the Seaquarium",Miami,,,
6300,1/27/2012,Jeopardy!,PANTS,$200 ,"A synonym for freight, or pants with large bellows pockets on the sides & 2 extra-large patch pockets in front",cargo pants,,,
6300,1/27/2012,Jeopardy!,CHILD ACTORS,$200 ,"Henry Thomas, who played this role in ""E.T."", turned 40 in 2011",Elliott,,,
6300,1/27/2012,Jeopardy!,STUPID ANSWERS,$200 ,"On the west, Central Park is bounded by this street",Central Park West,,,
6300,1/27/2012,Jeopardy!,LESSER-KNOWN SCIENTISTS,$200 ,In 1779 Dutch scientist Jan Ingenhousz published his discovery of this process in green plants,photosynthesis,,,
6300,1/27/2012,Jeopardy!,THE TRUTH LIES THEREIN,$200 ,Symbol for the second-lightest element,He,,,
6300,1/27/2012,Jeopardy!,VISITING THE CITY,$400 ,"First the Royal Ontario Museum, then for lunch, maybe one of the 5 Chinatowns",Toronto,,,
6300,1/27/2012,Jeopardy!,PANTS,$400 ,Calf-length pants styled in colorful island prints are named for this type of Hawaiian party,luau pants,,,
6300,1/27/2012,Jeopardy!,CHILD ACTORS,$400 ,"Scott Lookinland played his father, Mike, in the TV movie about the making of this sitcom",The Brady Bunch,,,
6300,1/27/2012,Jeopardy!,STUPID ANSWERS,$400 ,This building in our national capital was originally designed by Dr. William Thornton,the Capitol,,,
